symbol,window_index,p99_upper,p95_upper,p90_upper,placebo_mean,p90_lower,p95_lower,p99_lower,n,actual_median_abs_price_change
DGS1,-10,0.11000000000000032,0.09999999999999964,0.08999999999999986,0.05925800000000001,0.03000000000000025,0.0299999999999998,0.02000000000000046,5000,0.05000000000000071
DGS1,-9,0.12002500000000065,0.10999999999999945,0.09999999999999964,0.06565500000000002,0.03500000000000014,0.03000000000000025,0.02499999999999991,5000,0.03500000000000014
DGS1,-8,0.13999999999999968,0.1200000000000001,0.10999999999999988,0.068161,0.04000000000000003,0.03500000000000014,0.0299999999999998,5000,0.04999999999999982
DGS1,-7,0.13999999999999968,0.1200000000000001,0.11000000000000032,0.07256800000000002,0.04000000000000003,0.04000000000000003,0.03000000000000025,5000,0.04499999999999993
DGS1,-6,0.15000000000000036,0.1299999999999999,0.1200000000000001,0.078182,0.04499999999999993,0.04000000000000003,0.03000000000000025,5000,0.05500000000000016
DGS1,-5,0.16999999999999948,0.13999999999999968,0.1299999999999999,0.08357700000000001,0.04999999999999982,0.04000000000000003,0.03500000000000014,5000,0.08499999999999996
DGS1,-4,0.1749999999999994,0.15000000000000036,0.14000000000000057,0.087396,0.04999999999999982,0.04000000000000003,0.03500000000000014,5000,0.0950000000000002
DGS1,-3,0.20000000000000015,0.16999999999999993,0.15000000000000036,0.09234600000000003,0.04999999999999982,0.04000000000000003,0.03000000000000025,5000,0.10999999999999945
DGS1,-2,0.20999999999999996,0.17999999999999972,0.16500000000000004,0.09832000000000003,0.05499999999999971,0.04999999999999982,0.04000000000000003,5000,0.12499999999999956
DGS1,-1,0.2299999999999995,0.1900000000000004,0.17500000000000027,0.10819300000000003,0.05999999999999961,0.04999999999999982,0.04000000000000003,5000,0.125
DGS1,0,0.24502500000000066,0.20999999999999996,0.1900000000000004,0.11132900000000005,0.05000000000000026,0.04999999999999982,0.04000000000000003,5000,0.14499999999999957
DGS1,1,0.2599999999999998,0.23,0.20499999999999963,0.11580700000000003,0.05999999999999961,0.05000000000000026,0.04000000000000003,5000,0.125
DGS1,2,0.27,0.2450000000000001,0.22,0.12227600000000004,0.06499999999999995,0.05500000000000016,0.04497499999999949,5000,0.11500000000000021
DGS1,3,0.2899999999999996,0.25,0.23499999999999988,0.13109900000000002,0.06999999999999984,0.05999999999999961,0.04999999999999982,5000,0.10000000000000052
DGS1,4,0.3099999999999996,0.2599999999999998,0.23499999999999988,0.13936400000000004,0.06999999999999984,0.06000000000000005,0.04999999999999982,5000,0.09499999999999975
DGS1,5,0.3200000000000003,0.26000000000000023,0.2450000000000001,0.145329,0.07000000000000028,0.0699999999999994,0.04999999999999982,5000,0.1200000000000001
DGS1,6,0.33000000000000007,0.27999999999999936,0.2450000000000001,0.15060600000000002,0.08000000000000007,0.07000000000000028,0.0550000000000006,5000,0.14000000000000012
DGS1,7,0.33999999999999986,0.28000000000000025,0.2599999999999998,0.15658500000000003,0.08999999999999986,0.07000000000000028,0.05999999999999961,5000,0.1599999999999997
DGS1,8,0.34999999999999964,0.3099999999999996,0.27999999999999936,0.16728700000000002,0.08500000000000041,0.07500000000000018,0.06000000000000005,5000,0.20999999999999996
